文章发表时间,文章标题(article_title),文章类型,模型,文章摘要(article_abstract),文章关键词(article_keyword)
2016-10-28,基于主成分分析的网络舆情快速预测方法,舆情预测,主成分分析,"网络舆情指标是评估网络舆情发展态势的重要决策依据,这些指标数量众多、结构复杂,信息之间往往存在冗余,且指标分析的计算量庞大。针对这些不足,提出了基于主成分分析的网络舆情快速预测方法。该方法利用主成分分析将多个网络舆情指标线性组合成一个或者几个彼此相互独立的综合指标,这些综合指标虽然在数量上小于原始指标,但仍然能够能保留原始指标体系中的大部分信息。因此可在保证准确率的前提下,有效提高网络舆情预测的效率。","[""网络舆情"",""指标"",""主成分分析"",""降维"",""网络舆情预测""]"
2016-10-24 16:47,基于动态贝叶斯网络的舆情预测模型研究,舆情预测,动态贝叶斯,"随着新兴媒体的出现,为了提前并更加准确地判断突发事件网络舆情的发展演化方向,以便做出比较合理的预测监控。文章基于动态贝叶斯网络模型,建立了关于突发事件的网络舆情预测监控模型。通过关联概率的计算,对动态贝叶斯网络中存在因果关系的节点变量进行预测。并以分析2014年上海踩踏事件为例,确定此事件对象中的节点变量,并通过10位专家评分的方式给出了对突发事件网络舆情进行预测的具体操作方法,得到比较合理的预测结果,证明了该方法的可行性和实用性。","[""网络舆情"",""预测"",""突发事件"",""动态贝叶斯"",""专家评分""]"
2016-10-18,网络舆情热点规模预测研究,舆情预测,幂律分布 伽马分布 回归Fenix,"[目的/意义]提出一种能实时预测舆情热点规模的方法。[方法/过程]通过对历史数据的分析发现网络热点话题帖的回帖时间间隔成伽马分布,并以此为基础利用回归分析得出了实时预测舆情热点规模的公式。该公式能够利用过去一个小时的回帖时间间隔特征来预测下一个小时的回帖规模。[结果/结论]用历史数据证明了该方法具有良好的预测效果。","[""网络舆情"",""回帖分布"",""幂律分布"",""伽马分布"",""回归分析""]"
2016-10-15,基于时序主题的网络舆情热点话题演化分析方法,舆情演化分析,时序主题,"针对舆情话题演化中的话题漂移和衍生效应,提出基于时序主题信息的舆情话题演化分析方法并通过加入时序标签,对舆情热点话题内容和强度的演化过程进行了可视化.实例证明,该文提出的话题追踪算法能够有效探测出各阶段的舆情热点话题、分析舆情演化趋势,为突发事件发展态势的预测提供理论借鉴.","[""网络舆情"",""话题追踪"",""时序主题"",""话题演化""]"
2016-10-15,基于LDA模型的高校论坛热点提取系统,舆情热点提取系统,LDA,"针对论坛缺乏热点话题提取方法的现状,提出一种将LDA(潜在狄利克雷分配)模型引入高校论坛场景主题的提取方式.在主题建模过程中,以回帖数量作为帖子热门程度的判定参数,根据帖子热门程度在语料中设置不同权重,随后使用Gibbs采样法提取主题.在此基础上设计并实现了包含数据抓取、文本预处理、主题提取三个模块的完整系统.将LDA模型引入系统并进行提取效果分析,实验结果表明LDA模型可以准确地提取出论坛文本中讨论的实时热点话题.","[""机器学习"",""潜在狄利克雷分配"",""主题模型"",""网络舆情"",""数据挖掘"",""高校论坛""]"
2016-10-05,基于系统动力学的移动社交网络舆情应对策略研究,舆情应对方法,动力学模型,"移动社交网络使用的日益普遍导致了移动社交网络舆情的生成与演化。首先对移动社交网络的相关主体进行分析,然后运用Vensim PLE软件构建移动社交网络舆情演化的动力学模型,并结合案例对模型进行仿真分析,以探索出有效的舆情应对策略。仿真结果最终表明提高政府信息透明度、官媒作用力,降低网民的舆情关注度能够科学有效地控制和引导移动社交网络舆情的传播与演化。","[""系统动力学"",""移动社交网络"",""网络舆情"",""应对策略""]"
2016-10-01,移动元胞自动机的个体化网络舆情聚类模型与仿真,舆情分析,元胞自动机,"为了研究舆情个体的个性对现实环境下网络舆情传播和演化的影响以及舆情个体""类聚""现象,采用元胞自动机理论的建模方法,将一定网格空间的个体抽象为带有情感倾向度的元胞,设定离散值的意见倾向度。此外,定义元胞的个体特性:坚定性权重β<sub>ij</sub>,个体影响权重λ<sub>ij</sub>。为了模拟舆情个体可以通过不同途径参与舆情事件,定义了一种新的移动规则,在边界周期条件下的元胞空间,实现了每个元胞与空间内的所有元胞的信息交流。实验结果表明:舆情演化到最后会呈现稳定状态,舆情个体的不同个性会影响稳态收敛的速度快慢;当个体特性取中间值时,系统最有可能出现意见群体意见归一现象。","[""舆情传播"",""元胞自动机"",""移动元胞"",""舆情个体特性""]"
2016-09-30,Logistic建模及其应用研究,舆情传播规律 舆情应对方法,logisit从微分方程,"分析Logistic建模原理、变量选择、建模过程,以差分方程及二元回归分析的视角研究确定Logistic模型的系数,通过实证分析研究网络舆情传播规律,尝试解决Logistic模型""瓶颈""问题,为研究Logistic模型规律及其应用提供参考。","[""Logistic模型"",""微分方程"",""网络舆情"",""回归分析""]"
2016-09-25,一种基于时间序列网络舆情热点事件发现模型,舆情发现,时间序列分析,"在大数据背景下,互联网每天都能产生大量的舆情信息,如何从大量的舆情信息中及时发现热点事件,有利于政府及时监控相关热点事件的发展趋势,对网民进行舆论导向的引导,减少舆情信息对社会的不良影响,保护网民的权益,促进社会的稳定.本文针对目前网络舆情热点事件发现模型存在的一些问题,提出了一个基于时间序列的排序模型用于发现热点事件,该模型采用影响热点事件的相关因素作为评价指标,并且指标的相关数据全部为客观数据,有利于模型评价的客观性.为了求解该模型,首先采用熵权法确定模型中指标的权重,然后提出将TOPSIS法和灰色关联法以相对贴近度的形式结合起来进行计算,以判断方案的优劣,最后通过实验验证,和其他热点事件发现算法进行对比,最终得出该方法具有比较好的客观性和准确性.","[""网络舆情"",""时间序列"",""排序模型"",""大数据""]"
2016-09-25,基于新闻类APP移动网络舆情传播模型研究,舆情传播规律,SEIR,"[目的 /意义]对于移动网络舆情信息的重要来源——新闻类APP的研究,可以揭示其传播规律,为相关部门加强移动网络舆情的监管提供参考。[方法 /过程]本文首先对新闻类APP移动网络舆情的传播主体进行分析,然后结合SEIR传染病模型,构建了新闻类APP移动网络舆情传播模型,最后使用MATLAB软件对模型进行仿真,并分析转换参数对传播曲线的影响程度。[结果 /结论]本文构建的模型与曲线不仅能够描述传播主体在网络中的比重变化,并且能够模拟出新闻类APP移动网络舆情的传播活力与传播范围。仿真实验结果证实了模型的有效性,对移动网络的舆情分析、研判和预警具有一定的参考价值。","[""移动网络"",""网络舆情"",""SEIR模型"",""新闻类APP""]"
2016-09-18 18:51,异质CA模型上含有导控策略的网络舆情传播研究,舆情传播规律,元胞自动机,"为了研究网络舆情在导控机制下的传播特点,并针对解析范式无法模拟微观个体交互产生宏观行为的缺点,在元胞自动机模型上,考虑舆情个体异质属性与个体之间意见交互特征,建立了一种含有导控策略的网络舆情控制模型。在此基础上,定义元胞基于邻域影响和本身异质属性决定的状态转换规则,提出了针对不同类别元胞的导控策略。在仿真环境中,对异质性元胞状态交互与演进进行了实验,从而分析异质属性和导控策略对舆情传播的作用效果。结果表明,对易感类、接触类和传播类元胞进行引导达到的舆情导控效果各不相同。元胞自动机上的舆情导控模型能够比较真实地反映网络舆情在导控作用下的传播情况。","[""异质性元胞"",""MATLAB仿真"",""网络舆情"",""导控策略"",""元胞自动机""]"
2016-09-18,基于社群用户特征的网络舆情传播趋势分析,舆情传播规律,Agent 方法,"[目的/意义]从社会网络视角出发,探究网络社群用户特征对舆情传播发展趋势的影响作用,旨在进一步揭示网络舆情传播的内在发展规律。[方法/过程]构建基于强弱关系的阈值模型,采用Agent方法,在无标度网络中模拟调节焦点、关系强度、网络异质性、社群认同等因素对舆情传播水平和速度的影响作用。[结果/结论]随着时间的增加,舆情传播水平呈现出先增长后趋于平稳的趋势,促进焦点型网络的发展水平高于防御焦点型网络;在适当的网络异质性条件下,促进焦点型网络的舆情传播水平和速度可以达到最大值;弱关系环境更有利于促进焦点型网络的舆情传播水平和速度的提升。","[""网络社群"",""网络舆情"",""舆情传播"",""Agent"",""关系强度"",""社群认同""]"
